,Record 171,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 174,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 179,7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 181,9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 182,6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 187,8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 188,7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 189,12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 190,8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 192,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 193,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 196,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 200,11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 201,7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 202,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 205,12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 209,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 210,10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 211,6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 212,13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 215,7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 217,7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 219,8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 220,8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 230,9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 232,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 234,10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 239,8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 241,12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 244,11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 246,9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 249,13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 250,6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 254,11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 256,8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 261,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 262,10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 263,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 266,11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 267,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 269,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 270,7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 272,5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 274,9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 277,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 278,8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 280,12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 282,7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 287,7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 289,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 292,7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 297,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 298,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 300,9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 302,12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 303,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 308,8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 311,12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 315,9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 316,8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 317,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 320,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 321,7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 322,11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 323,8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 325,11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 327,8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 329,10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 332,8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 334,9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 336,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 338,10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 340,10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 343,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 346,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 348,8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 355,7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 356,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 357,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 363,10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 366,10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 371,9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 372,9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 373,7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 375,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 376,11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 377,11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 380,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 381,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 384,11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 386,9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 387,9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 390,9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 393,12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 396,9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 397,5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 398,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 399,10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 400,15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 402,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 404,7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 408,9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 412,9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 413,8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 415,10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
